Date,AAPL,AC,COST,GOOG,TSLA,Adj Close
2015-11-11,-0.005652201267810408,0.0,-0.00012778664812718166,0.009721004173791625,0.011916854312549408,-0.003228085812548187
2015-11-12,-0.003359043481703572,0.0,-0.002494280704945173,-0.005670380904312489,-0.028026284636262333,-0.013990375564759017
2015-11-13,-0.029208358654644995,0.0,-0.01493579704939585,-0.019460417775676198,-0.02700290247242554,-0.011207364706699363
2015-11-16,0.01637915673590884,-0.03284016463459971,0.018090884181731992,0.016680708867612637,0.03436451812394292,0.014903265264943455
2015-11-17,-0.004291516877401924,0.0,0.01559614995907177,-0.005020919188351236,-0.0014463979691021756,-0.0013393792481354305
2015-11-18,0.03166459719566461,0.0,0.014852817166314702,0.020267492698796685,0.033037326654939525,0.01616245179852549
2015-11-19,0.012703705804537613,0.04477591351590604,0.009798529619220897,-0.0021486024598817988,0.0033021410176179433,-0.00112310916925773
2015-11-20,0.004377932747713809,0.0,0.001658282975930625,0.024634013081382022,-0.008070393546729338,0.003810195689989637
2015-11-23,-0.012992479395173784,0.0,0.002145825281489655,-0.0008195094680720771,-0.010272166508136338,-0.0012348607728660532
2015-11-24,0.009596353504916388,0.0,-0.007708622472146431,-0.010185410294162311,0.0022961761034103745,0.0012219959743400288
2015-11-25,-0.00714980542011423,0.0796428414671877,0.0012329732331917143,-0.0001737382767447171,0.052187810783939304,-0.00012913227667687988
2015-11-27,-0.0018638599739169148,0.0,0.007327941943669591,0.0028202703772080007,0.008578708564050963,0.0005936176807606053
2015-11-30,0.004159073198666707,0.0,-0.013204372021726862,-0.010209778348326481,-0.005828773569144241,-0.004640997274763192
2015-12-01,-0.008114908557763423,0.09824680483805892,-0.0008055911467448329,0.03291139474595073,0.03009640513952827,0.01068057336863748
2015-12-02,-0.00903348357204925,0.060542574073158884,-0.0012397452916488305,-0.0060753468333746286,-0.021923391675773063,-0.010995693172566212
2015-12-03,-0.00928776435968226,-0.03692157301424548,0.0160158736872702,-0.012906964677197763,0.0031036038358105422,-0.014373526666262015
2015-12-04,0.033246403676946645,0.0023592185785310527,0.01912369191118546,0.018962473686323644,-0.010012412396463,0.0205256690573854
2015-12-07,-0.006300918391822785,0.014416070538717518,0.0019185908700547483,-0.004642646923627036,0.003255441103328094,-0.006989502964787397
2015-12-08,-0.00042284726296137887,-0.04263360259383997,0.010471460346573203,-0.0011529307571818137,-0.01908015011055786,-0.0064899016523778386
2015-12-09,-0.022075686897882307,-0.027567438312710357,-0.0541837478759708,-0.014113834566120143,-0.009703589724369799,-0.007738985017979982
2015-12-10,0.004757029750122488,-0.027725915634772447,0.013398565764524806,-0.002860578736056829,0.011357503870956798,0.0022513871531610885
2015-12-11,-0.025738192078006095,-0.036206129755284366,-0.011367863216053098,-0.014130148640144391,-0.044259422857554354,-0.019422767297482935
2015-12-14,-0.006184992829812552,-0.06017301887909288,0.011373455270341504,0.012045412280240697,0.007188217785247586,0.004755560017433602
2015-12-15,-0.01769183561599863,0.025822414623557055,-0.003398495727617745,-0.005844097608336818,0.011483228662796385,0.010618561082731848
2015-12-16,0.00769264460358654,0.03620703876338416,0.009113779804121425,0.019760584374293177,0.06069926383234869,0.014514969430300617
2015-12-17,-0.02119607381692601,0.02362716461256631,-0.012779052007053315,-0.011423410624955443,-0.004775935638145934,-0.015040520909943678
2015-12-18,-0.027069075598350367,-0.006176760275657722,-0.01854629582411227,-0.013503609768532376,-0.01255404258485504,-0.01779722000676387
2015-12-21,0.012260580976447999,0.016682877078708414,0.010716735709689562,0.011443111471242773,0.009112170445755297,0.0077784025360287945
2015-12-22,-0.0009315846361345193,0.005791683040793805,0.011543695990831049,0.0029821946785746345,-0.011222896648004466,0.008816736053143037
2015-12-23,0.012869383192628758,-0.027511287745947577,0.0029774711509735763,0.00041330973307296404,-0.001087238493853948,0.01241806830075265
2015-12-24,-0.0053401746834441655,0.005263099425618423,0.000246980858875423,-0.0025456397568428546,0.003787586036986701,-0.001598636221499028
2015-12-28,-0.011200503322473021,-0.010471219252228603,-0.003647522851429885,0.018853596764255798,-0.007026053028503343,-0.00217855994238203
2015-12-29,0.01797404210243969,0.008597970440189506,0.009307703190325034,0.018478501548521598,0.03599040660703223,0.010629762908764828
2015-12-30,-0.013058616814729307,0.0,0.0003072989570953588,-0.007210985856050289,0.003794452891639599,-0.007217228595965963
2015-12-31,-0.019194860831048044,0.0,-0.0074364762510263915,-0.015719818545089304,0.008064193426244648,-0.00941191309542666
2016-01-04,0.0008548586438110739,-0.03409817797591008,-0.012136299125993899,-0.022454174169923347,-0.06916383417344563,-0.015303731089594375
2016-01-05,-0.025059301475858775,0.021724194137977992,0.002444705029977401,0.0009975888175435266,8.951501876963697e-05,0.0020122259542274534
2016-01-06,-0.019569612875857567,-0.0029899916242790425,-0.009254310951315126,0.0014004723036593614,-0.019648196488239345,-0.013115396702646942
2016-01-07,-0.042204840346903416,-0.00933028543210157,-0.02290923008169532,-0.023170430919926766,-0.015476613580219345,-0.023700443014411654
2016-01-08,0.005288127285944855,-0.001345393750492807,-0.017504089358189368,-0.01640993603677121,-0.021562746019443524,-0.010838374390218508
2016-01-11,0.016192193718435943,-0.010778121332428503,0.01715848654032759,0.0021834119423567167,-0.014928912731952182,0.0008532721255336551
2016-01-12,0.014513414563801952,0.017364643983736272,0.008660871297338613,0.014021835350918277,0.01019968109607805,0.00780279851675636
2016-01-13,-0.025710686506283498,-0.03781797962627098,-0.025246997191904597,-0.035134386809775875,-0.04600657570629507,-0.02496545230421965
2016-01-14,0.021871256097519165,0.009739335837350094,0.006968403007600932,0.020212406805207417,0.029304524761110118,0.016695905386662213
